Chr	width	gene_id	gene_name	gene_biotype	type	GENEID
13	10084	ENSSSCG00000011350	CCDC51	protein_coding	gene	ENSSSCG00000011350
13	2711	ENSSSCG00000011351	TMA7	protein_coding	gene	ENSSSCG00000011351
13	18873	ENSSSCG00000011359	ATRIP	protein_coding	gene	ENSSSCG00000011359
13	1457	ENSSSCG00000011358	TREX1	protein_coding	gene	ENSSSCG00000011358
13	24886	ENSSSCG00000011357	SHISA5	protein_coding	gene	ENSSSCG00000011357
13	47198	ENSSSCG00000011353	PFKFB4	protein_coding	gene	ENSSSCG00000011353
13	32327	ENSSSCG00000011355	ENSSSCG00000011355	protein_coding	gene	ENSSSCG00000011355
13	11068	ENSSSCG00000011356	UQCRC1	protein_coding	gene	ENSSSCG00000011356
13	1004	ENSSSCG00000011362	TMEM89	protein_coding	gene	ENSSSCG00000011362
13	12704	ENSSSCG00000011361	SLC26A6	protein_coding	gene	ENSSSCG00000011361
13	25896	ENSSSCG00000011360	CELSR3	protein_coding	gene	ENSSSCG00000011360
13	13908	ENSSSCG00000011364	NCKIPSD	protein_coding	gene	ENSSSCG00000011364
13	27391	ENSSSCG00000040922	IP6K2	protein_coding	gene	ENSSSCG00000040922
13	90910	ENSSSCG00000011363	PRKAR2A	protein_coding	gene	ENSSSCG00000011363
13	2001	ENSSSCG00000045239	ENSSSCG00000045239	protein_coding	gene	ENSSSCG00000045239
13	29466	ENSSSCG00000011366	SLC25A20	protein_coding	gene	ENSSSCG00000011366
13	55139	ENSSSCG00000011367	ARIH2	protein_coding	gene	ENSSSCG00000011367
13	15175	ENSSSCG00000011368	P4HTM	protein_coding	gene	ENSSSCG00000011368
13	9037	ENSSSCG00000011369	WDR6	protein_coding	gene	ENSSSCG00000011369
13	5340	ENSSSCG00000011370	DALRD3	protein_coding	gene	ENSSSCG00000011370
13	2273	ENSSSCG00000011371	NDUFAF3	protein_coding	gene	ENSSSCG00000011371
13	4903	ENSSSCG00000011373	IMPDH2	protein_coding	gene	ENSSSCG00000011373
13	7509	ENSSSCG00000032031	QARS1	protein_coding	gene	ENSSSCG00000032031
13	11310	ENSSSCG00000011375	USP19	protein_coding	gene	ENSSSCG00000011375
13	12548	ENSSSCG00000011377	LAMB2	protein_coding	gene	ENSSSCG00000011377
13	3724	ENSSSCG00000011378	CCDC71	protein_coding	gene	ENSSSCG00000011378
13	4791	ENSSSCG00000011379	KLHDC8B	protein_coding	gene	ENSSSCG00000011379
13	34965	ENSSSCG00000011376	IHO1	protein_coding	gene	ENSSSCG00000011376
13	12506	ENSSSCG00000058399	C3orf84	protein_coding	gene	ENSSSCG00000058399
13	3428	ENSSSCG00000056386	C3orf62	protein_coding	gene	ENSSSCG00000056386
13	55393	ENSSSCG00000011382	USP4	protein_coding	gene	ENSSSCG00000011382
13	1188	ENSSSCG00000060656	GPX1	protein_coding	gene	ENSSSCG00000060656
13	67774	ENSSSCG00000022080	RHOA	protein_coding	gene	ENSSSCG00000022080
13	6520	ENSSSCG00000037459	TCTA	protein_coding	gene	ENSSSCG00000037459
13	6876	ENSSSCG00000022975	AMT	protein_coding	gene	ENSSSCG00000022975
13	4558	ENSSSCG00000031594	NICN1	protein_coding	gene	ENSSSCG00000031594
13	62929	ENSSSCG00000034357	DAG1	protein_coding	gene	ENSSSCG00000034357
13	35949	ENSSSCG00000011384	BSN	protein_coding	gene	ENSSSCG00000011384
13	8910	ENSSSCG00000011385	APEH	protein_coding	gene	ENSSSCG00000011385
13	4966	ENSSSCG00000011386	MST1	protein_coding	gene	ENSSSCG00000011386
13	32356	ENSSSCG00000011387	RNF123	protein_coding	gene	ENSSSCG00000011387
13	3154	ENSSSCG00000011389	AMIGO3	protein_coding	gene	ENSSSCG00000011389
13	4888	ENSSSCG00000062528	GMPPB	protein_coding	gene	ENSSSCG00000062528
13	66474	ENSSSCG00000011390	IP6K1	protein_coding	gene	ENSSSCG00000011390
13	7304	ENSSSCG00000011391	CDHR4	protein_coding	gene	ENSSSCG00000011391
13	4511	ENSSSCG00000049797	INKA1	protein_coding	gene	ENSSSCG00000049797
13	8851	ENSSSCG00000011393	UBA7	protein_coding	gene	ENSSSCG00000011393
13	34168	ENSSSCG00000026977	TRAIP	protein_coding	gene	ENSSSCG00000026977
13	11860	ENSSSCG00000025416	CAMKV	protein_coding	gene	ENSSSCG00000025416
13	1602	ENSSSCG00000060708	ENSSSCG00000060708	protein_coding	gene	ENSSSCG00000060708
13	12366	ENSSSCG00000027992	MST1R	protein_coding	gene	ENSSSCG00000027992
13	11127	ENSSSCG00000025791	MON1A	protein_coding	gene	ENSSSCG00000025791
13	124853	ENSSSCG00000011394	RBM6	protein_coding	gene	ENSSSCG00000011394
13	1090	ENSSSCG00000037003	ENSSSCG00000037003	protein_coding	gene	ENSSSCG00000037003
13	32728	ENSSSCG00000011395	RBM5	protein_coding	gene	ENSSSCG00000011395
13	29800	ENSSSCG00000011398	SEMA3F	protein_coding	gene	ENSSSCG00000011398
13	6960	ENSSSCG00000042718	GNAT1	protein_coding	gene	ENSSSCG00000042718
13	21410	ENSSSCG00000011397	SLC38A3	protein_coding	gene	ENSSSCG00000011397
13	28474	ENSSSCG00000011399	GNAI2	protein_coding	gene	ENSSSCG00000011399
13	8820	ENSSSCG00000011400	SEMA3B	protein_coding	gene	ENSSSCG00000011400
13	3836	ENSSSCG00000011401	LSMEM2	protein_coding	gene	ENSSSCG00000011401
13	33993	ENSSSCG00000051852	IFRD2	protein_coding	gene	ENSSSCG00000051852
13	5714	ENSSSCG00000011402	HYAL3	protein_coding	gene	ENSSSCG00000011402
13	1129	ENSSSCG00000011404	NAA80	protein_coding	gene	ENSSSCG00000011404
13	2682	ENSSSCG00000011420	RBM15B	protein_coding	gene	ENSSSCG00000011420
13	1092	ENSSSCG00000048899	GPR62	protein_coding	gene	ENSSSCG00000048899
13	339	ENSSSCG00000036910	UCN2	protein_coding	gene	ENSSSCG00000036910
13	65762	ENSSSCG00000011425	RAD54L2	protein_coding	gene	ENSSSCG00000011425
13	9970	ENSSSCG00000062072	ENSSSCG00000062072	protein_coding	gene	ENSSSCG00000062072
13	1804	ENSSSCG00000052645	ENSSSCG00000052645	protein_coding	gene	ENSSSCG00000052645
13	1899	ENSSSCG00000047135	PMAP-23	protein_coding	gene	ENSSSCG00000047135
13	1967	ENSSSCG00000052537	ENSSSCG00000052537	protein_coding	gene	ENSSSCG00000052537
13	3113	ENSSSCG00000060807	HYAL1	protein_coding	gene	ENSSSCG00000060807
6	9149	ENSSSCG00000038151	ENSSSCG00000038151	protein_coding	gene	ENSSSCG00000038151
6	71108	ENSSSCG00000032632	CMTM4	protein_coding	gene	ENSSSCG00000032632
6	9203	ENSSSCG00000031161	CKLF	protein_coding	gene	ENSSSCG00000031161
6	13497	ENSSSCG00000035857	ENSSSCG00000035857	protein_coding	gene	ENSSSCG00000035857
6	13453	ENSSSCG00000031837	CMTM2	protein_coding	gene	ENSSSCG00000031837
6	3389	ENSSSCG00000036060	RRAD	protein_coding	gene	ENSSSCG00000036060
6	2123	ENSSSCG00000033027	CIAO2B	protein_coding	gene	ENSSSCG00000033027
6	11019	ENSSSCG00000024476	CES3	protein_coding	gene	ENSSSCG00000024476
6	66823	ENSSSCG00000033811	CBFB	protein_coding	gene	ENSSSCG00000033811
6	34984	ENSSSCG00000040749	PHAF1	protein_coding	gene	ENSSSCG00000040749
6	3228	ENSSSCG00000040139	B3GNT9	protein_coding	gene	ENSSSCG00000040139
6	6817	ENSSSCG00000036321	TRADD	protein_coding	gene	ENSSSCG00000036321
6	4199	ENSSSCG00000002793	FBXL8	protein_coding	gene	ENSSSCG00000002793
6	6364	ENSSSCG00000002830	IRX6	protein_coding	gene	ENSSSCG00000002830
6	355461	ENSSSCG00000040687	CDH8	protein_coding	gene	ENSSSCG00000040687
6	29884	ENSSSCG00000036210	DYNC1LI2	protein_coding	gene	ENSSSCG00000036210
6	89487	ENSSSCG00000035639	TERB1	protein_coding	gene	ENSSSCG00000035639
6	15156	ENSSSCG00000038785	CA7	protein_coding	gene	ENSSSCG00000038785
6	10006	ENSSSCG00000036067	PDP2	protein_coding	gene	ENSSSCG00000036067
6	9804	ENSSSCG00000022721	CDH16	protein_coding	gene	ENSSSCG00000022721
6	150038	ENSSSCG00000002795	CDH11	protein_coding	gene	ENSSSCG00000002795
6	33581	ENSSSCG00000035772	CDH5	protein_coding	gene	ENSSSCG00000035772
6	39344	ENSSSCG00000033191	BEAN1	protein_coding	gene	ENSSSCG00000033191
6	29150	ENSSSCG00000038053	TK2	protein_coding	gene	ENSSSCG00000038053
6	7623	ENSSSCG00000002802	GINS3	protein_coding	gene	ENSSSCG00000002802
6	41910	ENSSSCG00000021911	NDRG4	protein_coding	gene	ENSSSCG00000021911
6	8107	ENSSSCG00000026505	SETD6	protein_coding	gene	ENSSSCG00000026505
6	100650	ENSSSCG00000002799	CNOT1	protein_coding	gene	ENSSSCG00000002799
6	64548	ENSSSCG00000040881	SLC38A7	protein_coding	gene	ENSSSCG00000040881
6	24868	ENSSSCG00000032985	GOT2	protein_coding	gene	ENSSSCG00000032985
6	5973	ENSSSCG00000037660	ENSSSCG00000037660	protein_coding	gene	ENSSSCG00000037660
6	10099	ENSSSCG00000040125	HSF4	protein_coding	gene	ENSSSCG00000040125
6	6516	ENSSSCG00000032443	KIAA0895L	protein_coding	gene	ENSSSCG00000032443
6	5103	ENSSSCG00000002788	EXOC3L1	protein_coding	gene	ENSSSCG00000002788
6	7006	ENSSSCG00000002787	E2F4	protein_coding	gene	ENSSSCG00000002787
6	4707	ENSSSCG00000002786	ELMO3	protein_coding	gene	ENSSSCG00000002786
6	12161	ENSSSCG00000031199	ENSSSCG00000031199	protein_coding	gene	ENSSSCG00000031199
6	13775	ENSSSCG00000002790	ENSSSCG00000002790	protein_coding	gene	ENSSSCG00000002790
6	15578	ENSSSCG00000026116	FHOD1	protein_coding	gene	ENSSSCG00000026116
6	19484	ENSSSCG00000002783	SLC9A5	protein_coding	gene	ENSSSCG00000002783
6	9537	ENSSSCG00000002782	PLEKHG4	protein_coding	gene	ENSSSCG00000002782
6	34348	ENSSSCG00000002781	KCTD19	protein_coding	gene	ENSSSCG00000002781
6	71804	ENSSSCG00000002779	LRRC36	protein_coding	gene	ENSSSCG00000002779
6	1561	ENSSSCG00000035983	TPPP3	protein_coding	gene	ENSSSCG00000035983
6	21592	ENSSSCG00000002778	ZDHHC1	protein_coding	gene	ENSSSCG00000002778
6	5717	ENSSSCG00000002777	HSD11B2	protein_coding	gene	ENSSSCG00000002777
6	41803	ENSSSCG00000002776	ATP6V0D1	protein_coding	gene	ENSSSCG00000002776
6	51666	ENSSSCG00000002774	RIPOR1	protein_coding	gene	ENSSSCG00000002774
6	2286	ENSSSCG00000002775	AGRP	protein_coding	gene	ENSSSCG00000002775
6	65363	ENSSSCG00000024253	CTCF	protein_coding	gene	ENSSSCG00000024253
6	12507	ENSSSCG00000022722	CARMIL2	protein_coding	gene	ENSSSCG00000022722
6	2792	ENSSSCG00000029590	ACD	protein_coding	gene	ENSSSCG00000029590
6	3287	ENSSSCG00000034863	PARD6A	protein_coding	gene	ENSSSCG00000034863
6	4190	ENSSSCG00000028661	ENKD1	protein_coding	gene	ENSSSCG00000028661
6	1993	ENSSSCG00000021711	C16orf86	protein_coding	gene	ENSSSCG00000021711
6	54195	ENSSSCG00000024750	GFOD2	protein_coding	gene	ENSSSCG00000024750
6	76368	ENSSSCG00000021803	RANBP10	protein_coding	gene	ENSSSCG00000021803
6	21647	ENSSSCG00000002767	TSNAXIP1	protein_coding	gene	ENSSSCG00000002767
6	5661	ENSSSCG00000002768	CENPT	protein_coding	gene	ENSSSCG00000002768
6	19501	ENSSSCG00000030295	NUTF2	protein_coding	gene	ENSSSCG00000030295
6	12089	ENSSSCG00000002771	EDC4	protein_coding	gene	ENSSSCG00000002771
6	1651	ENSSSCG00000055661	NRN1L	protein_coding	gene	ENSSSCG00000055661
6	35240	ENSSSCG00000040313	PSKH1	protein_coding	gene	ENSSSCG00000040313
6	1966	ENSSSCG00000023849	CTRL	protein_coding	gene	ENSSSCG00000023849
6	4181	ENSSSCG00000031781	PSMB10	protein_coding	gene	ENSSSCG00000031781
6	3209	ENSSSCG00000028350	LCAT	protein_coding	gene	ENSSSCG00000028350
6	22889	ENSSSCG00000028609	SLC12A4	protein_coding	gene	ENSSSCG00000028609
6	4457	ENSSSCG00000023514	DPEP3	protein_coding	gene	ENSSSCG00000023514
6	5506	ENSSSCG00000021105	DPEP2	protein_coding	gene	ENSSSCG00000021105
6	2768	ENSSSCG00000042073	DPEP2NB	protein_coding	gene	ENSSSCG00000042073
6	43912	ENSSSCG00000059913	DUS2	protein_coding	gene	ENSSSCG00000059913
6	139871	ENSSSCG00000029578	NFATC3	protein_coding	gene	ENSSSCG00000029578
6	10313	ENSSSCG00000035227	ESRP2	protein_coding	gene	ENSSSCG00000035227
6	12100	ENSSSCG00000057510	PLA2G15	protein_coding	gene	ENSSSCG00000057510
6	10884	ENSSSCG00000033167	SLC7A6OS	protein_coding	gene	ENSSSCG00000033167
6	62260	ENSSSCG00000002763	PRMT7	protein_coding	gene	ENSSSCG00000002763
6	87068	ENSSSCG00000002764	SMPD3	protein_coding	gene	ENSSSCG00000002764
6	26962	ENSSSCG00000025953	OGFOD1	protein_coding	gene	ENSSSCG00000025953
6	23472	ENSSSCG00000034521	NUDT21	protein_coding	gene	ENSSSCG00000034521
6	46762	ENSSSCG00000002822	AMFR	protein_coding	gene	ENSSSCG00000002822
6	175104	ENSSSCG00000034192	ENSSSCG00000034192	protein_coding	gene	ENSSSCG00000034192
6	31135	ENSSSCG00000034721	CES5A	protein_coding	gene	ENSSSCG00000034721
6	28653	ENSSSCG00000002825	ENSSSCG00000002825	protein_coding	gene	ENSSSCG00000002825
6	49709	ENSSSCG00000002827	SLC6A2	protein_coding	gene	ENSSSCG00000002827
6	58375	ENSSSCG00000002828	LPCAT2	protein_coding	gene	ENSSSCG00000002828
6	28388	ENSSSCG00000002829	MMP2	protein_coding	gene	ENSSSCG00000002829
6	5357	ENSSSCG00000044968	ENSSSCG00000044968	protein_coding	gene	ENSSSCG00000044968
6	1867	ENSSSCG00000002769	THAP11	protein_coding	gene	ENSSSCG00000002769
6	2006	ENSSSCG00000026038	DDX28	protein_coding	gene	ENSSSCG00000026038
6	5342	ENSSSCG00000060951	ENSSSCG00000060951	protein_coding	gene	ENSSSCG00000060951
6	6326	ENSSSCG00000043601	ENSSSCG00000043601	protein_coding	gene	ENSSSCG00000043601
6	1296	ENSSSCG00000027421	ENSSSCG00000027421	protein_coding	gene	ENSSSCG00000027421
6	122653	ENSSSCG00000038329	PIGK	protein_coding	gene	ENSSSCG00000038329
6	19693	ENSSSCG00000027660	IFI44L	protein_coding	gene	ENSSSCG00000027660
6	49730	ENSSSCG00000039548	PTGFR	protein_coding	gene	ENSSSCG00000039548
6	99794	ENSSSCG00000003762	ADGRL4	protein_coding	gene	ENSSSCG00000003762
6	186622	ENSSSCG00000033425	ST6GALNAC5	protein_coding	gene	ENSSSCG00000033425
6	20270	ENSSSCG00000003787	ZRANB2	protein_coding	gene	ENSSSCG00000003787
6	202332	ENSSSCG00000003788	PTGER3	protein_coding	gene	ENSSSCG00000003788
6	140148	ENSSSCG00000035582	GIPC2	protein_coding	gene	ENSSSCG00000035582
6	16589	ENSSSCG00000003763	IFI44	protein_coding	gene	ENSSSCG00000003763
6	867098	ENSSSCG00000025085	NEGR1	protein_coding	gene	ENSSSCG00000025085
6	8857	ENSSSCG00000049727	ENSSSCG00000049727	protein_coding	gene	ENSSSCG00000049727
6	47441	ENSSSCG00000003781	ENSSSCG00000003781	protein_coding	gene	ENSSSCG00000003781
6	279842	ENSSSCG00000040109	TNNI3K	protein_coding	gene	ENSSSCG00000040109
6	72539	ENSSSCG00000033405	ENSSSCG00000033405	protein_coding	gene	ENSSSCG00000033405
6	9871	ENSSSCG00000003783	FPGT	protein_coding	gene	ENSSSCG00000003783
6	187417	ENSSSCG00000003784	LRRIQ3	protein_coding	gene	ENSSSCG00000003784
6	567812	ENSSSCG00000024494	ST6GALNAC3	protein_coding	gene	ENSSSCG00000024494
6	17591	ENSSSCG00000031522	ASB17	protein_coding	gene	ENSSSCG00000031522
6	123543	ENSSSCG00000003775	MSH4	protein_coding	gene	ENSSSCG00000003775
6	4830	ENSSSCG00000046691	ENSSSCG00000046691	protein_coding	gene	ENSSSCG00000046691
6	53728	ENSSSCG00000003776	ACADM	protein_coding	gene	ENSSSCG00000003776
6	327554	ENSSSCG00000003777	SLC44A5	protein_coding	gene	ENSSSCG00000003777
6	24956	ENSSSCG00000003778	LHX8	protein_coding	gene	ENSSSCG00000003778
6	16643	ENSSSCG00000003779	TYW3	protein_coding	gene	ENSSSCG00000003779
6	25584	ENSSSCG00000003780	CRYZ	protein_coding	gene	ENSSSCG00000003780
6	37434	ENSSSCG00000003766	DNAJB4	protein_coding	gene	ENSSSCG00000003766
6	37194	ENSSSCG00000003771	FUBP1	protein_coding	gene	ENSSSCG00000003771
6	64129	ENSSSCG00000003768	NEXN	protein_coding	gene	ENSSSCG00000003768
6	89279	ENSSSCG00000003770	MIGA1	protein_coding	gene	ENSSSCG00000003770
6	1282	ENSSSCG00000035986	ENSSSCG00000035986	protein_coding	gene	ENSSSCG00000035986
6	65336	ENSSSCG00000040220	USP33	protein_coding	gene	ENSSSCG00000040220
6	135296	ENSSSCG00000003772	ZZZ3	protein_coding	gene	ENSSSCG00000003772
6	2715	ENSSSCG00000041535	ENSSSCG00000041535	protein_coding	gene	ENSSSCG00000041535
6	274661	ENSSSCG00000003773	AK5	protein_coding	gene	ENSSSCG00000003773
6	591	ENSSSCG00000050806	ENSSSCG00000050806	protein_coding	gene	ENSSSCG00000050806
6	7019	ENSSSCG00000058640	ENSSSCG00000058640	protein_coding	gene	ENSSSCG00000058640
6	7258	ENSSSCG00000040145	SNAI3	protein_coding	gene	ENSSSCG00000040145
6	52403	ENSSSCG00000035230	PIEZO1	protein_coding	gene	ENSSSCG00000035230
6	6204	ENSSSCG00000034905	MVD	protein_coding	gene	ENSSSCG00000034905
6	6259	ENSSSCG00000031493	CYBA	protein_coding	gene	ENSSSCG00000031493
6	2225	ENSSSCG00000056651	IL17C	protein_coding	gene	ENSSSCG00000056651
6	51121	ENSSSCG00000035967	ZC3H18	protein_coding	gene	ENSSSCG00000035967
6	12267	ENSSSCG00000033920	CTU2	protein_coding	gene	ENSSSCG00000033920
6	6016	ENSSSCG00000034455	RNF166	protein_coding	gene	ENSSSCG00000034455
6	74457	ENSSSCG00000002648	CBFA2T3	protein_coding	gene	ENSSSCG00000002648
6	2717	ENSSSCG00000036367	PABPN1L	protein_coding	gene	ENSSSCG00000036367
6	5422	ENSSSCG00000002646	TRAPPC2L	protein_coding	gene	ENSSSCG00000002646
6	20891	ENSSSCG00000002645	GALNS	protein_coding	gene	ENSSSCG00000002645
6	2446	ENSSSCG00000002650	APRT	protein_coding	gene	ENSSSCG00000002650
6	4554	ENSSSCG00000002651	CDT1	protein_coding	gene	ENSSSCG00000002651
6	660	ENSSSCG00000051285	ENSSSCG00000051285	protein_coding	gene	ENSSSCG00000051285
6	2025	ENSSSCG00000031104	ENSSSCG00000031104	protein_coding	gene	ENSSSCG00000031104
6	2799	ENSSSCG00000024974	ENSSSCG00000024974	protein_coding	gene	ENSSSCG00000024974
6	24281	ENSSSCG00000024756	SPG7	protein_coding	gene	ENSSSCG00000024756
6	157018	ENSSSCG00000039541	ANKRD11	protein_coding	gene	ENSSSCG00000039541
6	15789	ENSSSCG00000002642	CDH15	protein_coding	gene	ENSSSCG00000002642
6	46064	ENSSSCG00000023866	ACSF3	protein_coding	gene	ENSSSCG00000023866
6	9342	ENSSSCG00000002639	TUBB3	protein_coding	gene	ENSSSCG00000002639
6	10081	ENSSSCG00000036102	ENSSSCG00000036102	protein_coding	gene	ENSSSCG00000036102
6	32075	ENSSSCG00000002635	SPIRE2	protein_coding	gene	ENSSSCG00000002635
6	46946	ENSSSCG00000024687	FANCA	protein_coding	gene	ENSSSCG00000024687
6	15365	ENSSSCG00000029228	ZNF276	protein_coding	gene	ENSSSCG00000029228
6	10240	ENSSSCG00000022310	VPS9D1	protein_coding	gene	ENSSSCG00000022310
6	417	ENSSSCG00000042553	ENSSSCG00000042553	protein_coding	gene	ENSSSCG00000042553
6	4995	ENSSSCG00000029339	SPATA2L	protein_coding	gene	ENSSSCG00000029339
6	618	ENSSSCG00000045075	ENSSSCG00000045075	protein_coding	gene	ENSSSCG00000045075
6	6901	ENSSSCG00000025401	CDK10	protein_coding	gene	ENSSSCG00000025401
6	36376	ENSSSCG00000003726	DSC1	protein_coding	gene	ENSSSCG00000003726
6	6788	ENSSSCG00000023677	CHMP1A	protein_coding	gene	ENSSSCG00000023677
6	38969	ENSSSCG00000020694	DSG1	protein_coding	gene	ENSSSCG00000020694
6	15420	ENSSSCG00000021971	DPEP1	protein_coding	gene	ENSSSCG00000021971
6	12021	ENSSSCG00000026662	PRDM7	protein_coding	gene	ENSSSCG00000026662
6	35996	ENSSSCG00000020740	DSG4	protein_coding	gene	ENSSSCG00000020740
6	31819	ENSSSCG00000027160	DSG3	protein_coding	gene	ENSSSCG00000027160
6	54098	ENSSSCG00000022739	DSG2	protein_coding	gene	ENSSSCG00000022739
6	41280	ENSSSCG00000002633	GAS8	protein_coding	gene	ENSSSCG00000002633
6	2367	ENSSSCG00000029761	ENSSSCG00000029761	protein_coding	gene	ENSSSCG00000029761
6	231712	ENSSSCG00000003722	CDH2	protein_coding	gene	ENSSSCG00000003722
6	7891	ENSSSCG00000002637	DBNDD1	protein_coding	gene	ENSSSCG00000002637
6	14471	ENSSSCG00000035965	AQP4	protein_coding	gene	ENSSSCG00000035965
6	3308	ENSSSCG00000056858	ENSSSCG00000056858	protein_coding	gene	ENSSSCG00000056858
6	1597	ENSSSCG00000041404	ENSSSCG00000041404	protein_coding	gene	ENSSSCG00000041404
6	19785	ENSSSCG00000002640	DEF8	protein_coding	gene	ENSSSCG00000002640
6	254763	ENSSSCG00000003721	CHST9	protein_coding	gene	ENSSSCG00000003721
6	7652	ENSSSCG00000023686	TTR	protein_coding	gene	ENSSSCG00000023686
6	9986	ENSSSCG00000002668	CIBAR2	protein_coding	gene	ENSSSCG00000002668
6	68635	ENSSSCG00000025005	B4GALT6	protein_coding	gene	ENSSSCG00000025005
6	29988	ENSSSCG00000039218	SLC38A8	protein_coding	gene	ENSSSCG00000039218
6	93530	ENSSSCG00000003728	TRAPPC8	protein_coding	gene	ENSSSCG00000003728
6	10724	ENSSSCG00000032115	OSGIN1	protein_coding	gene	ENSSSCG00000032115
6	16998	ENSSSCG00000031450	MLYCD	protein_coding	gene	ENSSSCG00000031450
6	45957	ENSSSCG00000003729	RNF125	protein_coding	gene	ENSSSCG00000003729
6	9879	ENSSSCG00000057749	HSBP1	protein_coding	gene	ENSSSCG00000057749
6	51951	ENSSSCG00000003730	RNF138	protein_coding	gene	ENSSSCG00000003730
6	1024161	ENSSSCG00000002684	CDH13	protein_coding	gene	ENSSSCG00000002684
6	34771	ENSSSCG00000003732	MEP1B	protein_coding	gene	ENSSSCG00000003732
6	224762	ENSSSCG00000003731	GAREM1	protein_coding	gene	ENSSSCG00000003731
6	10498	ENSSSCG00000050585	ENSSSCG00000050585	protein_coding	gene	ENSSSCG00000050585
6	100781	ENSSSCG00000003733	KLHL14	protein_coding	gene	ENSSSCG00000003733
6	46843	ENSSSCG00000057415	DSC3	protein_coding	gene	ENSSSCG00000057415
6	40705	ENSSSCG00000024800	DSC2	protein_coding	gene	ENSSSCG00000024800
6	438010	ENSSSCG00000038703	CCDC178	protein_coding	gene	ENSSSCG00000038703
6	183768	ENSSSCG00000003736	ASXL3	protein_coding	gene	ENSSSCG00000003736
6	456766	ENSSSCG00000003737	NOL4	protein_coding	gene	ENSSSCG00000003737
6	419780	ENSSSCG00000028047	DTNA	protein_coding	gene	ENSSSCG00000028047
6	2153	ENSSSCG00000053348	ENSSSCG00000053348	protein_coding	gene	ENSSSCG00000053348
6	10046	ENSSSCG00000039052	ZNF397	protein_coding	gene	ENSSSCG00000039052
6	25776	ENSSSCG00000003740	ZSCAN30	protein_coding	gene	ENSSSCG00000003740
6	27821	ENSSSCG00000003741	ENSSSCG00000003741	protein_coding	gene	ENSSSCG00000003741
6	6658	ENSSSCG00000023276	ZNF24	protein_coding	gene	ENSSSCG00000023276
6	6191	ENSSSCG00000030018	ZNF396	protein_coding	gene	ENSSSCG00000030018
6	23553	ENSSSCG00000038859	INO80C	protein_coding	gene	ENSSSCG00000038859
6	183463	ENSSSCG00000003743	GALNT1	protein_coding	gene	ENSSSCG00000003743
6	9606	ENSSSCG00000030002	C18orf21	protein_coding	gene	ENSSSCG00000030002
6	71201	ENSSSCG00000027700	RPRD1A	protein_coding	gene	ENSSSCG00000027700
6	23533	ENSSSCG00000027455	SLC39A6	protein_coding	gene	ENSSSCG00000027455
6	46661	ENSSSCG00000020898	ELP2	protein_coding	gene	ENSSSCG00000020898
6	16492	ENSSSCG00000034572	ENSSSCG00000034572	protein_coding	gene	ENSSSCG00000034572
6	67927	ENSSSCG00000038221	HSD17B2	protein_coding	gene	ENSSSCG00000038221
6	12267	ENSSSCG00000035182	SDR42E1	protein_coding	gene	ENSSSCG00000035182
6	169908	ENSSSCG00000002688	PLCG2	protein_coding	gene	ENSSSCG00000002688
6	15838	ENSSSCG00000040875	ZFPM1	protein_coding	gene	ENSSSCG00000040875
6	73046	ENSSSCG00000003744	MOCOS	protein_coding	gene	ENSSSCG00000003744
6	549972	ENSSSCG00000027935	FHOD3	protein_coding	gene	ENSSSCG00000027935
6	74025	ENSSSCG00000020678	BANP	protein_coding	gene	ENSSSCG00000020678
6	32736	ENSSSCG00000035629	CA5A	protein_coding	gene	ENSSSCG00000035629
6	28342	ENSSSCG00000032996	SLC7A5	protein_coding	gene	ENSSSCG00000032996
6	59475	ENSSSCG00000002652	KLHDC4	protein_coding	gene	ENSSSCG00000002652
6	881	ENSSSCG00000003746	ENSSSCG00000003746	protein_coding	gene	ENSSSCG00000003746
6	80256	ENSSSCG00000026953	TPGS2	protein_coding	gene	ENSSSCG00000026953
6	89717	ENSSSCG00000002653	ENSSSCG00000002653	protein_coding	gene	ENSSSCG00000002653
6	68654	ENSSSCG00000002656	ZCCHC14	protein_coding	gene	ENSSSCG00000002656
6	25683	ENSSSCG00000002655	MAP1LC3B	protein_coding	gene	ENSSSCG00000002655
6	46187	ENSSSCG00000002654	FBXO31	protein_coding	gene	ENSSSCG00000002654
6	55140	ENSSSCG00000002666	KIAA0513	protein_coding	gene	ENSSSCG00000002666
6	31633	ENSSSCG00000002667	ZDHHC7	protein_coding	gene	ENSSSCG00000002667
6	365590	ENSSSCG00000003747	KIAA1328	protein_coding	gene	ENSSSCG00000003747
6	62859	ENSSSCG00000002669	CRISPLD2	protein_coding	gene	ENSSSCG00000002669
6	6439	ENSSSCG00000047288	ENSSSCG00000047288	protein_coding	gene	ENSSSCG00000047288
6	3020	ENSSSCG00000045019	ENSSSCG00000045019	protein_coding	gene	ENSSSCG00000045019
6	314257	ENSSSCG00000003748	CELF4	protein_coding	gene	ENSSSCG00000003748
6	66303	ENSSSCG00000002670	USP10	protein_coding	gene	ENSSSCG00000002670
6	12673	ENSSSCG00000038285	KLHL36	protein_coding	gene	ENSSSCG00000038285
6	48056	ENSSSCG00000037645	COTL1	protein_coding	gene	ENSSSCG00000037645
6	24488	ENSSSCG00000002672	MEAK7	protein_coding	gene	ENSSSCG00000002672
6	75808	ENSSSCG00000002671	ATP2C2	protein_coding	gene	ENSSSCG00000002671
